8.500000000000000000e+04 1.769999999999999929e+01 5.042999999999999972e+01 1.403999999999999970e-01 3.200000000000000000e+05 6.120000000000000284e+01 7.695999999999999375e+01 7.875999999999999668e-01 1.000000000000000000e+00 -1.600000000000000000e+01
1.820000000000000000e+06 7.000000000000000000e+01 6.113000000000000256e+01 3.342999999999999861e-01 8.500000000000000000e+04 3.489999999999999858e+01 7.748999999999999488e+01 8.263000000000000345e-01 1.000000000000000000e+00 6.000000000000000000e+00
2.729527750000000000e+06 9.090000000000000568e+01 4.320000000000000284e+01 7.190000000000000557e-02 8.500000000000000000e+04 4.200000000000000000e+01 6.884000000000000341e+01 4.984999999999999987e-01 1.000000000000000000e+00 1.600000000000000000e+01
8.500000000000000000e+04 2.460000000000000142e+01 6.737999999999999545e+01 5.493999999999999995e-01 1.804500000000000000e+06 6.820000000000000284e+01 3.164000000000000057e+01 2.550999999999999934e-01 1.000000000000000000e+00 -1.200000000000000000e+01
8.500000000000000000e+04 3.760000000000000142e+01 4.679999999999999716e+01 9.850000000000000422e-02 8.500000000000000000e+04 4.550000000000000000e+01 8.250000000000000000e+01 8.836000000000000520e-01 1.000000000000000000e+00 2.000000000000000000e+00
4.591510000000000000e+05 4.289999999999999858e+01 5.818999999999999773e+01 3.879000000000000226e-01 8.500000000000000000e+04 5.579999999999999716e+01 6.723999999999999488e+01 6.246000000000000441e-01 1.000000000000000000e+00 -2.000000000000000000e+00
2.133849666999999899e+06 8.009999999999999432e+01 3.164000000000000057e+01 1.580000000000000154e-02 8.500000000000000000e+04 3.250000000000000000e+01 6.275999999999999801e+01 4.017000000000000015e-01 1.000000000000000000e+00 1.200000000000000000e+01
8.500000000000000000e+04 5.800000000000000000e+01 6.256000000000000227e+01 5.393000000000000016e-01 6.024510000000000000e+05 7.100000000000000000e+01 7.639000000000000057e+01 8.055999999999999828e-01 1.000000000000000000e+00 -9.000000000000000000e+00
8.500000000000000000e+04 5.989999999999999858e+01 5.543999999999999773e+01 2.316999999999999893e-01 8.500000000000000000e+04 4.520000000000000284e+01 7.390000000000000568e+01 8.002000000000000224e-01 1.000000000000000000e+00 -4.000000000000000000e+00
8.500000000000000000e+04 3.710000000000000142e+01 8.345000000000000284e+01 8.881999999999999895e-01 8.500000000000000000e+04 4.439999999999999858e+01 5.753999999999999915e+01 2.518000000000000238e-01 1.000000000000000000e+00 -5.000000000000000000e+00
8.500000000000000000e+04 2.700000000000000000e+01 6.182000000000000028e+01 4.889000000000000012e-01 1.668190000000000000e+05 4.579999999999999716e+01 5.225000000000000000e+01 1.889999999999999736e-01 1.000000000000000000e+00 -1.100000000000000000e+01
3.151120000000000000e+05 7.020000000000000284e+01 5.732000000000000028e+01 2.716000000000000081e-01 8.500000000000000000e+04 5.920000000000000284e+01 5.657999999999999829e+01 3.128000000000000225e-01 1.000000000000000000e+00 2.000000000000000000e+00
8.500000000000000000e+04 7.609999999999999432e+01 5.842000000000000171e+01 1.967000000000000137e-01 4.450540000000000000e+05 5.379999999999999716e+01 6.457999999999999829e+01 6.006000000000000227e-01 1.000000000000000000e+00 9.000000000000000000e+00
1.456500000000000000e+06 6.150000000000000000e+01 6.556999999999999318e+01 5.054999999999999494e-01 8.500000000000000000e+04 1.530000000000000071e+01 5.528999999999999915e+01 2.489999999999999991e-01 1.000000000000000000e+00 1.300000000000000000e+01
8.500000000000000000e+04 4.860000000000000142e+01 7.028000000000000114e+01 6.090999999999999748e-01 1.808814000000000000e+06 7.409999999999999432e+01 5.992000000000000171e+01 2.787000000000000033e-01 1.000000000000000000e+00 -4.000000000000000000e+00
